"RES4";"36";"de";"Résidential (4 Places, max. 4 adultes)";"residential-4-places-max-4-adultes";"Mit integrierter und überdachter Terrasse";;;;;"Sie werden das Mobilhome Résidential mit seiner überdachten Terrasse und der bequemen Ausstattung zu schätzen wissen und einen rundum gelungenen Urlaub genießen!";"Empfohlen für 4 Personen: 2 Erwachsene (ab 14 Jahren) + 2 Kinder, inkl. Baby
Wir akzeptieren maximal 4 Erwachsene (ab 14 Jahren).";"Größe ohne Terrasse: 21 m²
7,92 m (davon 2,10 m überdachte Terrasse) x 3,90 m (LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett mit Lattenrost
1 Schlafzimmer mit 2 Einzelbetten von 70 x 190 cm mit Lattenrost,
1 Stockbett oder Beistellbett (außer Domaine de Kermario,
Lou Broustaricq, Playa Joyel)
Wohn-/Esszimmer: Kochnische mit Spülbecken, Warmwasserboiler, 4 Gas-Kochplatten, Mikrowelle, Kühlschrank, Essecke mit Sitz- oder Eckbank, die als Schlafcouch (140 x 190 cm) verstellt werden kann,
1 Tisch und 2 Hocker
Badezimmer mit Waschbecken und Dusche, WC separat";"Innen: Elektroheizung,
2 Gasflaschen
Außen: Beleuchtung, Gartenmöbel
Elektrizität: 6 Ampere
Parkplatz: In der Regel neben dem Mobilhome (1 Auto pro Mobilhome)";"0-7 Jahre";;"Kein Platz für ein Babybett";;;"1"
"RES5";"37";"de";"Résidential (5 Personen, max. 4 Erwachsene)";"residential-5-personen-max-4-erwachsene";"Mit integrierter und überdachter Terrasse";;;;;"Sie werden den Komfort und die Ruhe des Mobilhomes Résidential mit seiner überdachten Terrasse vollauf genießen.";"Empfohlen für 5 Personen: 2 Erwachsene (ab 14 Jahren) + 3 Kinder, inkl. Baby
Wir akzeptieren maximal 4 Erwachsene (ab 14 Jahren) + 1 Kind, inkl. Baby (außer Résidential 4 Personen)";"Größe ohne Terrasse: 21 m²
7,92 m (davon 2,10 m überdachte Terrasse) x 3,90 m (LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett mit Lattenrost
1 Schlafzimmer mit 2 Einzelbetten von 70 x 190 cm mit Lattenrost,
1 Stockbett oder Beistellbett (außer Domaine de Kermario,
Lou Broustaricq, Playa Joyel)
Wohn-/Esszimmer: Kochnische mit Spülbecken, Warmwasserboiler, 4 Gas-Kochplatten, Mikrowelle, Kühlschrank, Kochecke mit Sitz- oder Eckbank, die als Schlafcouch (140 x 190 cm) verstellt werden kann,
1 Tisch und 2 Hocker
Badezimmer mit Waschbecken und Dusche, WC separat";"Innen: Elektroheizung,
2 Gasflaschen
Außen: Beleuchtung, Gartenmöbel
Elektrizität: 6 Ampere
Parkplatz: In der Regel neben dem Mobilhome (1 Auto pro Mobilhome)";"0-7 Jahre (7-12 Jahre:
Domaine de Kermario,
Lou Broustaricq, le Col Vert,
Domaines des Chênes Verts,
les Fontaines)";"Die Aufteilung kann je nach Campingplatz variieren.";;;;"1"
"SALL";"38";"de";"Empfangssaal";"empfangssaal";"Avec Sanitaires";;;;;;;;;;;;;;;"1"
"SPA6";"39";"de";"Spacial (6 Personen, max. 6 Erwachsene)";"spacial-6-personen-max-6-erwachsene";"Mit 3 Zimmern";;;;;"In diesem Mobilhome, ausgestattet mit drei separaten Schlafzimmern, haben Sie die Möglichkeit, die gesamte Familie unterzubringen und den Wohnbereich gemeinsam zu nutzen.";"Empfohlen für 6 Personen: 4 Erwachsene (ab 14 Jahren) + 2 Kinder, inkl. Baby
Wir akzeptieren maximal 6 Erwachsene";"Größe: ca. 31,5 m²
7,92 x 4 m (LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett mit Lattenrost
2 Schlafzimmer mit je 2 Einzelbetten (80 x 190 cm) mit Lattenrost (1 Schlafzimmer mit 2 Stockbetten in Italien)
Wohn-/Esszimmer: Kochnische mit Spülbecken, Warmwasserboiler, 4 Gas-Kochplatten, Mikrowelle, Kühlschrank mit Gefrierfach, Essecke mit Sitz- oder Eckbank, die als Schlafcouch (115 x 180 cm) verstellt werden kann, 1 Tisch und 4 Stühle
Badezimmer mit Waschbecken und Dusche, WC separat (in Italien im Badezimmer integriert)";"Innen: Elektroheizung,
2 Gasflaschen
Außen: Beleuchtung, Gartenmöbel, großer Sonnenschirm (nicht für den Strand geeignet)
Elektrizität: 10 Ampere
Parkplatz: In der Regel neben dem Mobilhome (1 Auto pro Mobilhome)";"0-7 Jahre (7-12 Jahre: le Mas,
Parc de la Grenouillère, Camping
du Lac)";"Die Aufteilung kann je nach Campingplatz variieren. Nicht alle Mobilhomes sind mit einer Terrasse ausgestattet.";;;;"1"
"SPA7";"40";"de";"Spacial (7 Personen, max. 6 Erwachsene)";"spacial-7-personen-max-6-erwachsene";"Mit 3 Zimmern und Schlafcouch";;;;;"In diesem Mobilhome, ausgestattet mit drei separaten Schlafzimmern, haben Sie die Möglichkeit, die gesamte Familie unterzubringen und den Wohnbereich gemeinsam zu nutzen.";"Empfohlen für 7 Personen: 4 Erwachsene (ab 14 Jahren) + 3 Kinder, inkl. Baby
Wir akzeptieren maximal 6 Erwachsene (ab 14 Jahren) + 1 Kinde, inkl. Baby (außer Spacial 6 Personen)";"Größe: ca. 31,5 m²
7,92 x 4 m (LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett mit Lattenrost
2 Schlafzimmer mit je 2 Einzelbetten von 80 x 190 cm mit Lattenrost (1 Schlafzimmer mit 2 Stockbetten in Italien)
Wohn-/Esszimmer: Kochnische mit Spülbecken, Warmwasserboiler, 4 Gas-Kochplatten, Mikrowelle, Kühlschrank mit Gefrierfach, Essecke mit Sitz- oder Eckbank, die als Schlafcouch (115x180 cm) verstellt werden kann, 1 Tisch und 4 Stühle
Badezimmer mit Waschbecken und Dusche, WC separat (in Italien im Badezimmer integriert)";"Innen: Elektroheizung,
2 Gasflaschen
Außen: Beleuchtung, Gartenmöbel, großer Sonnenschirm (nicht für den Strand geeignet)
Elektrizität: 10 Ampere
Parkplatz: In der Regel neben dem Mobilhome (1 Auto pro Mobilhome)";"0-7 Jahre (7-12 Jahre: le Mas,
Parc de la Grenouillère, Camping
du Lac)";"Die Aufteilung kann je nach Campingplatz variieren. Nicht alle Mobilhomes sind mit einer Terrasse ausgestattet.";;;;"1"
"SPA8";"41";"de";"Spacial (8 Personen, max. 6 Erwachsene)";"spacial-8-personen-max-6-erwachsene";"Mit sanitären Einrichtungen";;;;;;;;;;;;;;;"1"
"SPAC";"42";"de";"Spacial (7 Personen, max. 6 Erwachsene) Klimatisiert";"spacial-7-personen-max-6-erwachsene-klimatisiert";"Mit 3 Zimmern und Schlafcouch";;;;;;;;;;;;;;;"1"
"SPAL";"43";"de";"Spacial (6 Personen, max. 6 Erwachsene) mit Blick auf den See";"spacial-6-personen-max-6-erwachsene-mit-blick-auf-den-see";"Mit sanitären Einrichtungen";;;;;"In diesem Mobilhome mit Blick auf den See und ausgestattet mit drei separaten Schlafzimmern haben Sie die Möglichkeit, bis zu 6 Personen zu empfangen und den schönen Wohnbereich gemeinsam zu nutzen!";"Empfohlen für 6 Personen: 4 Erwachsene (ab 14 Jahren) + 2 Kinder, inkl. Baby
Wir akzeptieren maximal 6 Erwachsene (ab 14 Jahren)";"Größe: ca. 31,5 m²
7,92 x 4 m (LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett mit Lattenrost
2 Schlafzimmer mit je 2 Einzelbetten (80 x 190 cm) mit Lattenrost (1 Schlafzimmer mit 2 Stockbetten in Italien)
Wohn-/Esszimmer: Kochnische mit Spülbecken, Warmwasserboiler, 4 Gas-Kochplatten, Mikrowelle, Kühlschrank mit Gefrierfach, Essecke mit Sitz- oder Essbank, die als Schlafcouch (115 x 180 cm) verstellt werden kann, 1 Tisch und 4 Stühle
Badezimmer mit Waschbecken und Dusche, WC separat (in Italien im Badezimmer integriert)";"Innen: Elektro-Heizung,
2 Gasflaschen
Außen: Beleuchtung, Gartenmöbel, großer Sonnenschirm (nicht für den Strand geeignet)
Elektrizität: 10 Ampere
Parkplatz: In der Regel neben dem Mobilhome (1 Auto pro Mobilhome)";"0-7 Jahre";;;;;"1"
"STU";"44";"de";"Studio (2 Personen)";"studio-2-personen";"Mit Terrasse";;;;;"Der Bungalow Cocoon für 2 Personen bietet sämtlichen Komfort auf dem Campingplatz Domaine
d’Anghione auf Korsika";"2 Personen";"Größe: 20 m²";"Wohnzimmer mit Schlafcouch (140 x 190 cm) und Kochnische.
Waschraum mit Toilette.                     Klimatisierter Bungalow.";"Kochnische mit Mikrowelle, Kühlschrank mit Gefrierfach, Kaffeemaschine, Küchenutensilien, Kochplatten. Waschraum mit Toilette";"0-7 Jahre";;;;;"1"
"STUC";"45";"de";"Studio cabine (2-4 Personen)";"studio-cabine-2-4-personen";"Mit Terrasse";;;;;"Diese Bungalows bieten sämtlichen Komfort auf dem Campingplatz Domaine
d’Anghione auf Korsika";"2-4 Personen";"Größe: 20 m²";"Wohnzimmer mit Schlafcouch (140 x 190 cm) und Kochnische.
Ein Schlafraum mit 2 Stockbetten (70 x 190 cm). Waschraum mit Toilette.                                                                Klimatisierter Bungalow.";"Kochnische mit Mikrowelle, Kühlschrank mit Gefrierfach, Kaffeemaschine, Küchenutensilien, Kochplatten. Waschraumm mit Toilette";"0-7 Jahre";;;;;"1"
"TBIH";"46";"de";"Ty Bihan (6 Personen, max. 6 Erwachsene)";"ty-bihan-6-personen-max-6-erwachsene";"Inneneinrichtung komplett aus Holz";;;;;"Tauchen Sie ein in eine rustikale und komfortble Welt aus Holz: Das kleine Landhaus Ty Bihan bietet Platz für bis zu 6 Personen und ist die Garantie für einen gelungenen, andersartigen Urlaub!";"6 Personen";"Größe: 64 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett (im Obergeschoss)
1 Schlafzimmer mit 2 Einzelbetten von 90 x 190 cm (im Obergeschoss)                                                                           Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit Schlafcouch für 2 Personen.
Badezimmer, WC separat.
Elektroheizung und TV.
Außen: Terrasse und Gartenmöbel.";;;;;;;"1"
"TBRA";"47";"de";"Ty Bras (7 Personen, max. 7 Erwachsene)";"ty-bras-7-personen-max-7-erwachsene";"Zimmer mit privatem Badezimmer";;;;;"Das Landhaus bietet mit seiner Größe von 90 m² Platz für bis zu 7 Personen und wird Sie schlechthin in seinen Bann schlagen. Eines der Schlafzimmer ist sogar mit einem eigenen Bad ausgestattet. Eine Gelegenheit, die Sie nicht verpassen sollten!";"7 Personen";"Größe: 90 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett (im Obergeschoss)
1 Schlafzimmer mit 3 Einzelbetten von 90 x 190 cm mit eigenem Bad (im Obergeschoss)                                          Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit Schlafcouch für 2 Personen
Badzimmer mit separatem WC im Obergeschoss, WC im Erdgeschoss.
Elektro-Heizung und TV.
Außen: Terrasse und Gartenmöbel.";;;;;;;"1"
"TCOZ";"48";"de";"Ty Coz (7 Personen, max. 6 Erwachsene)";"ty-coz-7-personen-max-6-erwachsene";"Mit echtem Kamin";;;;;"Lassen Sie sich in diesem Landhaus von dem Charme des echten Kamins verzaubern, und genießen Sie einen gemütlichen Urlaub mit der Familie oder Freunden.";"Empfohlen für 7 Personen: 4 Erwachsene (ab 14 Jahren) + 3 Kinder, inkl. Baby
Wir akzeptieren maximal 6 Erwachsene (ab 14 Jahren) + 1 Kind, inkl. Baby";"Größe: 80 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett (im Obergeschoss)
1 Schlafzimmer mit 2 Einzelbetten von 90 x 190 cm (im Obergeschoss)
1 Flurzimmer mit 2 Einzelbetten von 90 x 190 cm (im Obergeschoss)                                                                           Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit 1 Sofa und 1 Schlafcouch für 2 Personen, Kamin (das Holz wird geliefert)
Badezimmer, separates WC im Erdgeschoss.
Elektro-Heizung und TV.
Außen: Terrasse und Gartenmöbel";;;;;;;"1"
"TDA1";"49";"de";"Ty Daou 1 (5 Personen, max. 5 Erwachsene)";"ty-daou-1-5-personen-max-5-erwachsene";"Mit Terrasse zum Wasser hin";;;;;"Verbringen Sie einen unvergesslichen Urlaub in diesem Landhaus für bis zu 5 Personen mit unglaublich schöner Lage: Die Terrasse führt direkt bis ans Wasser.";"5 Personen";"Größe: 60 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett und 2 Einzelbetten von 90 x 190 cm (im Obergeschoss).                                                        Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit Schlafcouch.
Badezimmer, separates WC.
Elektroheizung und TV.
Außen: Terrasse und Gartenmöbel.";;;;;;;"1"
"TDA2";"50";"de";"Ty Daou 2 (6 Personen, max. 6 Erwachsene)";"ty-daou-2-6-personen-max-6-erwachsene";"Mit Deko-Kamin";;;;;"Die größere Ausführung des Landhauses Ty Daou 1 bietet Platz für bis zu 6 Personen. Sein echter Kamin im antiken Stil und das optimal ausgestattete Interior sind lohnenswert.";"6 Personen";"Größe: 64 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett im Obergeschoss.
1 Flurzimmer mit 3 Einzelbetten von 90 x 190 cm im Obergeschoss. Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit Schlafcouch, Kamin (Holz wird geliefert).
Badezimmer, separates WC.
Elektro-Heizung und TV.
Außen: Terrasse und Gartenmöbel.";;;;;;;"1"
"TDIV";"51";"de";"Ty Divent (7 Personen, max. 7 Erwachsene)";"ty-divent-7-personen-max-7-erwachsene";"Mit großem Wohnzimmer";;;;;"Bis zu 7 Personen können in diesem zauberhaft renovierten Landhaus ihren Urlaub verbringen. Dabei ist der große Wohnbereich neben den drei Schlafzimmern bestimmt der Höhepunkt.";"7 Personen";"Größe: 80 m²";"2 Schlafzimmer mit 140 x 190 cm großem Bett im Obergeschoss.
1 Schlafzimmer mit einem Einzelbett von 90 x 190 cm.                                        Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit 1 Sofa und 1 Schlafcouch für 2 Personen.
Badezimmer und separates WC im Obergeschoss, 1 WC im Erdgeschoss.
Elektro-Heizung und TV.
Außen: Terrasse und Gartenmöbel";;;;;;;"1"
"TECL";"52";"de";"Zelt Ecolodge (5 Personen, max. 3 Erwachsene) mit Blick auf den See";"zelt-ecolodge-5-personen-max-3-erwachsene-mit-blick-auf-den-see";"Mit sanitären Einrichtungen";;;;;"In dieser mit sämtlichem Komfort ausgestatteten Unterkunft mit Blick auf den See können Sie Ihren Urlaub in aller Ruhe und in Ihrem eigenen Rhythmus verbringen!";"5 Personen";"Größe:
19 m² + 10,5 m² überdachte Terrasse
7 m (inkl. Terrasse) x 4,25 m (LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett und Schrank
1 Schlafzimmer mit 1 Stockbett (70 x 180 cm) und 2 Einzelbetten von 70 x 180 cm (Stockbett nicht für Kinder unter 6 Jahren und für Personen mit mehr als 30 kg geeignet)
Terrasse: Kochnische, Gas, Mikrowelle, Kühlschrank";"Innen: 1 Gasflasche
Außen: Beleuchtung, Gartenmöbel
Elektrizität: 6 Ampere
Parkplatz: In der Regel neben dem Zelt (1 Auto pro Zelt)";"0-7 Jahre";"Die Aufteilung kann je nach Campingplatz variieren.";"Unterkunft ohne Wasseranschluss, sanitäre Einrichtungen und Heizung";;;"1"
"TECO";"53";"de";"Zelt Ecolodge (5 Personen, max. 3 Erwachsene)";"zelt-ecolodge-5-personen-max-3-erwachsene";"Mit überdachter Terrasse";;;;;"Zurück zu den Quellen: Sich wohlfühlen und entspannen – in unserem Zelt Ecolodge!";"Empfohlen für 5 Personen: 2 Erwachsene (ab 14 Jahren) + 3 Kinder, inkl. Baby
Wir akzeptieren maximal 3 Erwachsene (ab 14 Jahren) + 2 Kinder, inkl. Baby";"Größe:
19 m² + 10,5 m² überdachte Terrasse
7 m (inkl. Terrasse) x 4,25 m (LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett und Schrank
1 Schlafzimmer mit 1 Stockbett von 70 x 180 cm und 2 Einzelbetten von 70 x 180 cm (Stockbett nicht für Kinder unter 6 Jahren und für Personen mit mehr als 30 kg geeignet)
Terrasse: Kochnische, Gas, Mikrowelle, Kühlschrank";"Innen: 1 Gasflasche
Außen: Beleuchtung, Gartenmöbel
Elektrizität: 6 Ampere
Parkplatz: In der Regel neben dem Zelt (1 Auto pro Zelt)";"0-7 Jahre";"Die Aufteilung kann je nach Campingplatz variieren.";"Unterkunft ohne Wasseranschluss, sanitäre Einrichtungen und Heizung";;;"1"
"TENM";"54";"de";"Zelt Muscade (5 Personen, max. 3 Erwachsene)";"zelt-muscade-5-personen-max-3-erwachsene";"Mit 2 Zimmern";;;;;"Ein Urlaub im Zelt Muscade bedeutet ungezwungenen Komfort im Herzen der Natur genießen …";"5 Personen";"Größe: 16 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett
1 Schlafzimmer mit einem Stockbett von 70 x 180 cm und 2 Einzelbetten von 70 x 180 cm (Stockbett nicht für Kinder unter 6 Jahren und für Personen mit mehr als 30 kg geeignet)
Wohnzimmer: Kochnische, Gas, Mikrowelle, Kühlschrank                 Terrasse von 6 m²";"Innen: 1 Gasflasche
Außen: Beleuchtung, Gartenmöbel
Elektrizität: 6 Ampere
Parkplatz: In der Regel neben dem Zelt (1 Auto pro Zelt)";"0-7 Jahre";"Die Aufteilung kann je nach Campingplatz variieren.";"Unterkunft ohne Wasseranschluss, sanitäre Einrichtungen und Heizung";;;"1"
"TGOU";"55";"de";"Ty Gouzik (7 Personen, max. 7 Erwachsene)";"ty-gouzik-7-personen-max-7-erwachsene";"Mit Geschirrspüler";;;;;"Die neuste Landhaus-Generation des Campingplatzes Domaine de Kermario: Das Zelt Ty Gouzik bietet Platz für bis zu 7 Personen und zudem Komfort, Entspannung, Charme und Erholung!";"7 Personen";"Größe: 83 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett (im Obergeschoss)
1 Schlafzimmer mit 2 Einzelbetten (90 x 190 cm) und 2 Stockbetten von 90 x 190 cm (im Obergeschoss)          Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Kochplatten, Backofen, Mikrowelle, Kühlschrank, Wohnzimmer mit Schlafcouch
Waschraum im Obergeschoss, WC im Erdgeschoss.
Elektro-Heizung und TV.
Außen: Terrasse und Gartenmöbel";;;;;;;"1"
"TGWE";"56";"de";"Ty Gwenn (9 Personen, max. 9 Erwachsene)";"ty-gwenn-9-personen-max-9-erwachsene";"Mit geschlossenem privatem Hof und 3 Zimmern";;;;;"Das größte Landhaus der Campinganlage Domaine de Kermario wartet auf Sie! Der private Innenhof und drei Schlafzimmer mit Platz für 9 Personen sorgen für einen entspannten Urlaub …";"9 Personen";"Größe: 130 m²";"2 Schlafzimmer mit 140 x 190 cm großem Bett im Obergeschoss.
1 Schlafzimmer mit 3 Einzelbetten von 90 x 190 cm im Obergeschoss        Der Wohnbereich umfasst eine Kochnische mit Geschirrspülmaschine, Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit 1 Sofa und 1 Schlafcouch für 2 Personen
Badezimmer im Obergeschoss und WC im Erdgeschoss.
Elektro-Heizung und TV.
Außen: Terrasse und Gartenmöbel";;;;;;;"1"
"TTOM";"57";"de";"Ty Tomm (4 Personen, max. 2 Erwachsene)";"ty-tomm-4-personen-max-2-erwachsene";"Mit Hochbett";;;;;"Dieses Landhaus ist mit seinen Räumlichkeiten für bis zu 4 Personen von ganz besonderem Komfort und Gemütlichkeit. Herausstechend ist insbesondere sein Mezzanin mit Zugang zur oberen Ebene.";"Empfohlen für 4 Personen: 2 Erwachsene (ab 14 Jahren) + 2 Kinder, inkl. Baby                                              Wir akzeptieren maximal 2 Erwachsene (ab 14 Jahren) + 2 Kinder, inkl. Baby";"Größe: 28 m²";"1 Schlafzimmer mit 140 x 190 cm großem Bett
2 Stockbetten (90 x 190 cm) im Mezzanin, zugänglich über eine steile Leiter (nicht geeignet für Kinder unter 6 Jahren)                        Der Wohnbereich umfasst eine Kochnische mit Mikrowelle, Kühlschrank mit Gefrierfach, Wohnzimmer mit Sitz- oder Eckbank.
Waschraum, WC separat.
Elektro-Heizung und TV.
Außen: 2 Terrasen und Gartenmöbel.";;;;;;;"1"
"VAC5";"58";"de";"Vacanciale (5 Personen, max. 4 Erwachsene)";"vacanciale-5-personen-max-4-erwachsene";"Ohne sanitäre Einrichtungen";;;;;"Schlichtheit, Komfort und eine sehr praktische Terrasse, die sich für gemütliche Momente im Freien anbietet, werden Sie den Caravan Vacanciale schätzen lassen.";"Empfohlen für 5 Personen: 2 Erwachsene + 3 Kinder, inkl. Baby
Wir akzeptieren maximal 4 Erwachsene (ab 14 Jahren) + 1 Kind, inkl. Baby";"Größe: Vacanciale 11 m²+ Terrasse 9 m². 6,70 x 3 m
(LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett mit Lattenrost, Schrank
1 Schlafzimmer mit 2 Stockbetten von 70 x 180 cm mit Lattenrost und 1 Ausziehbett (Stockbett nicht für Kinder mit mehr als 30 kg geeignet)";"Terrasse: Küche mit Kühlschrank, 2 Kochplatten mit Gasflasche, Mikrowelle (außer Playa Tropicana), Schrank (120 x 50 cm), Gartenmöbel
Elektrizität: 220 V + Steckdosen
Parkplatz neben dem Caravan (1 Auto pro Caravan)";"0-7 Jahre";"Die Aufteilung kann je nach Campingplatz variieren.";"Unterkunft ohne Wasseranschluss, sanitäre Einrichtungen und Heizung";;;"1"
"VAM5";"59";"de";"Vacanciale mit Meerblick (5 Personen, max. 4 Erwachsene)";"vacanciale-mit-meerblick-5-personen-max-4-erwachsene";"Ohne sanitäre Einrichtungen";;;;;"Schlicht und komfortabel zugleich: Der Caravan Vacanciale mit überdachter Terrasse und direkter Meereslage wird Ihnen gefallen.";"Empfohlen für 5 Personen: 2 Erwachsene (ab 14 Jahren) + 3 Kinder, inkl. Baby
Wir akzeptieren maximal 4 Erwachsene + 1 Kind, inkl. Baby";"Größe: Vacanciale 11 m²+ Terrasse 9 m². 6,70 x 3 m
(LxB)";"1 Schlafzimmer mit 140 x 190 cm großem Bett mit Lattenrost, Schrank
1 Schlafzimmer mit 2 Stockbetten (70 x 180 cm) mit Lattenrost und 1 Ausziehbett (Stockbett nicht für Kinder mit mehr als 30 kg geeignet)";"Terrasse: Küche mit Kühlschrank, 2 Kochplatten mit Gasflasche, Mikrowelle (außer Playa Tropicana), Schrank (120 x 50 cm), Gartenmöbel
Elektrizität: 220 V + Steckdosen
Parkplatz: In der Regel neben dem Caravan (1 Auto pro Caravan)";"0-7 Jahre";"Die Aufteilung kann je nach Campingplatz variieren.";"Unterkunft ohne Wasseranschluss, sanitäre Einrichtungen und Heizung";;;"1"
"YOUR";"60";"de";"Yourte";"yourte";"Traditionelles mongolisches Zelt";;;;;"Wenn Sie Ihren Urlaub einmal ganz anders erleben möchten, dann ist dieses traditionelle Zelt der Nomaden aus der Mongolei genau das Richtige für Sie.";"4 Personen";"Größe: 27 m²";"1 Raum, ausgestattet mit 4 Einzelbetten, 1 Schrank und 4 Hockern. 1 Kochnische steht in einem Zelt in der Nähe zur Verfügung.";;"0-7 Jahre";;"Unterkunft ohne Wasseranschluss, sanitäre Einrichtungen, Elektrizität und Heizung";;;"1"
